2026-07-11 11:16:22 | INFO     | __main__ | Startup
2026-07-11 11:16:22 | INFO     | app.core.threading_model | CaptureThread started
2026-07-11 11:16:22 | INFO     | app.core.threading_model | VisionThread started
2026-07-11 11:16:22 | INFO     | app.core.threading_model | SolverThread started
2026-07-11 11:16:22 | INFO     | app.core.threading_model | AutomationThread started
2026-07-11 11:16:23 | INFO     | __main__ | Start requested (no-op in this version)
2026-07-11 11:16:32 | INFO     | app.core.device | Device 835886f9: model=23021RAA2Y android=15 resolution=(1080, 2400)
2026-07-11 11:16:32 | INFO     | app.core.threading_model | Device Connected: DeviceInfo(serial='835886f9', state=<DeviceState.CONNECTED: 1>, model='23021RAA2Y', android_version='15', resolution=(1080, 2400))
2026-07-11 11:16:49 | INFO     | __main__ | Start requested (no-op in this version)
